# index, name, _pos
1381,2229,"array([4.11021767, 1.05488643])"
1382,3311,"array([4.08926025, 0.93267995])"
1383,291,"array([4.97458878, 1.59564536])"
1384,1414,"array([5.00008388, 1.55639055])"
1385,5308,"array([5.01441274, 1.64840588])"
1386,556,"array([4.99692182, 1.61044284])"
1387,1165,"array([4.88204464, 1.57088014])"
1388,4848,"array([4.98298966, 1.56118136])"
1389,1940,"array([4.98889568, 1.59279445])"
1390,3915,"array([4.97684102, 1.58284392])"
1391,1676,"array([5.05567729, 1.56790246])"
1392,3156,"array([5.00090199, 1.59781021])"
1393,2941,"array([4.92404121, 1.57686028])"
1394,2515,"array([4.93803846, 1.60275479])"
1395,4907,"array([4.09990478, 1.04761217])"
1396,3341,"array([4.07501869, 0.96546364])"
1397,294,"array([4.98884677, 1.38777626])"
1398,1977,"array([4.86997869, 1.36559975])"
1399,1593,"array([4.16080713, 0.92885345])"
1400,5166,"array([4.16370296, 0.89430077])"
1401,781,"array([4.10483434, 0.93429644])"
1402,1980,"array([4.18488098, 0.9114125 ])"
1403,496,"array([4.10918581, 0.90862289])"
1404,2499,"array([4.09607897, 0.95232205])"
1405,301,"array([4.78344876, 1.24825432])"
1406,1161,"array([4.72318732, 1.32096777])"
1407,4430,"array([4.78632532, 1.30653062])"
1408,4840,"array([4.82833932, 1.24264088])"
1409,3569,"array([4.70592353, 1.31824443])"
1410,1315,"array([4.74093763, 1.20064585])"
1411,2421,"array([4.97288842, 1.19104634])"
1412,381,"array([4.96588379, 1.20133531])"
1413,303,"array([3.94531674, 1.28234955])"
1414,2266,"array([3.97104451, 1.27761803])"
1415,5056,"array([3.86683727, 1.46452825])"
1416,1294,"array([3.9759659 , 1.21162628])"
1417,391,"array([3.98660077, 1.27414731])"
1418,5478,"array([3.97365563, 1.19780826])"
1419,1096,"array([3.97334202, 1.24836751])"
1420,4421,"array([3.94651431, 1.31257971])"
1421,304,"array([3.60870268, 1.4790389 ])"
1422,505,"array([3.43784477, 1.33797092])"
1423,424,"array([4.03170195, 0.92913477])"
1424,731,"array([4.00336734, 0.92686083])"
1425,689,"array([4.03381635, 0.89740352])"
1426,4476,"array([4.05938655, 0.95817468])"
1427,1929,"array([4.01710284, 0.92560088])"
1428,5314,"array([4.04565652, 0.93190831])"
1429,1557,"array([4.0084754 , 0.91458593])"
1430,1749,"array([4.09416751, 0.96345403])"
1431,475,"array([4.03654263, 0.93794661])"
1432,3630,"array([4.03326303, 0.9430779 ])"
1433,2748,"array([4.07861614, 0.92970885])"
1434,2587,"array([4.00954427, 0.93669096])"
1435,5279,"array([3.95905669, 0.84198157])"
1436,3862,"array([4.02048181, 0.92074341])"
1437,4629,"array([4.03519136, 0.96070622])"
1438,1736,"array([3.97715111, 0.9235254 ])"
1439,1763,"array([4.01070747, 0.90937435])"
1440,319,"array([3.82700561, 1.58254538])"
1441,3458,"array([3.82545591, 1.55632687])"
1442,4389,"array([3.8127298 , 1.59035675])"
1443,4751,"array([3.84276659, 1.57668561])"
1444,1790,"array([3.79935044, 1.60626158])"
1445,322,"array([5.0130056 , 1.56128033])"
1446,5594,"array([4.09990474, 1.03458256])"
1447,2803,"array([4.0623913 , 1.04765811])"
1448,4272,"array([4.06982841, 1.01604416])"
1449,4881,"array([4.11886308, 1.02465055])"
1450,3015,"array([4.0583619 , 1.00892442])"
1451,5282,"array([4.05780628, 1.01785233])"
1452,4575,"array([4.07961383, 1.00622403])"
1453,4986,"array([4.07451584, 1.03572783])"
1454,324,"array([5.49250391, 1.60400317])"
1455,3132,"array([5.55201491, 1.64355703])"
1456,325,"array([4.82228231, 1.62503495])"
1457,1539,"array([4.81655892, 1.61557852])"
1458,3364,"array([4.84003828, 1.60818843])"
1459,514,"array([4.79143515, 1.63639018])"
1460,5095,"array([4.81162149, 1.57552546])"
1461,333,"array([3.96826512, 1.01337594])"
1462,883,"array([3.93793662, 1.04944019])"
1463,1975,"array([3.98809535, 1.03029449])"
1464,4120,"array([3.93779359, 1.02374915])"
1465,3273,"array([3.93224496, 1.03729299])"
1466,5692,"array([3.97405472, 0.98809135])"
1467,3091,"array([4.00519107, 0.98461441])"
1468,5326,"array([3.99839722, 0.99107447])"
1469,2764,"array([4.02404243, 0.92585711])"
1470,5503,"array([4.03550442, 0.86734623])"
1471,714,"array([4.04199238, 0.90603109])"
1472,1538,"array([4.0447847 , 0.90071185])"
1473,2512,"array([4.02380761, 0.89563303])"
1474,4112,"array([3.90200231, 0.85347114])"
1475,4717,"array([3.9118932 , 0.83042898])"
1476,5005,"array([3.91171289, 0.77517927])"
1477,3257,"array([3.8930171 , 0.84036776])"
1478,1645,"array([3.97381049, 0.86860716])"
1479,343,"array([4.93877389, 1.66479187])"
1480,345,"array([4.02776062, 1.59180051])"
1481,4263,"array([3.96942049, 1.65160348])"
1482,5321,"array([3.89082689, 1.70038632])"
1483,2583,"array([3.90281148, 1.68455577])"
1484,2390,"array([3.95681966, 1.56874229])"
1485,4622,"array([4.17037647, 1.48049939])"
1486,4920,"array([4.12528981, 1.01239836])"
1487,4535,"array([4.07099583, 0.98085838])"
1488,5217,"array([4.17365421, 1.00364145])"
1489,5508,"array([4.18822578, 0.88174371])"
1490,4072,"array([4.14022498, 0.88777374])"
1491,5662,"array([4.09695868, 0.95911601])"
1492,1948,"array([4.14441137, 0.98611158])"
1493,1182,"array([4.09837963, 0.97627303])"
1494,2723,"array([4.15231627, 0.93893074])"
1495,1044,"array([3.98127923, 0.89653904])"
1496,2546,"array([3.99007973, 0.92266741])"
1497,4690,"array([4.11577379, 1.04186784])"
1498,4865,"array([3.99944871, 0.88940276])"
1499,2969,"array([4.07987595, 0.94571134])"
1500,5332,"array([4.13605861, 0.92246575])"
1501,3580,"array([4.0561983 , 0.92075298])"
1502,1061,"array([3.98199151, 0.93885121])"
1503,2571,"array([4.17413907, 0.95937107])"
1504,5636,"array([4.15798937, 0.9225957 ])"
1505,4627,"array([4.03494363, 0.92439345])"
1506,1236,"array([4.11955199, 0.99751882])"
1507,3922,"array([4.05972257, 0.94010735])"
1508,4797,"array([4.13353444, 0.94549991])"
1509,2116,"array([4.11241489, 0.95711792])"
1510,4480,"array([4.14936748, 0.95201297])"
1511,2768,"array([4.15239181, 0.89325902])"
1512,4398,"array([4.04544149, 0.92487827])"
1513,3244,"array([4.07719453, 0.95213499])"
1514,248,"array([4.12393326, 0.91082641])"
1515,2773,"array([4.15105437, 1.04645046])"
1516,3510,"array([4.05085276, 0.97389083])"
1517,1584,"array([4.05032946, 0.95131532])"
1518,742,"array([3.98462241, 0.96136138])"
1519,2780,"array([4.09781435, 0.94399593])"
1520,4932,"array([4.13667625, 0.91055824])"
1521,2133,"array([4.17054655, 0.93376147])"
1522,2683,"array([4.02274613, 0.93710349])"
1523,5133,"array([4.03364494, 0.95482619])"
1524,838,"array([4.00233258, 0.92017381])"
1525,2794,"array([3.99851488, 0.93232625])"
1526,1394,"array([4.11434918, 0.97957573])"
1527,2796,"array([3.97275057, 0.95003255])"
1528,4162,"array([4.16915747, 0.86964128])"
1529,3901,"array([4.06803189, 0.99499208])"
1530,1769,"array([4.16289194, 0.94336121])"
1531,5769,"array([4.05966073, 0.96499668])"
1532,4576,"array([3.98076321, 0.92949459])"
1533,3735,"array([4.08234731, 0.92183707])"
1534,5486,"array([3.97261268, 0.85060011])"
1535,2460,"array([4.17962081, 0.89655392])"
1536,3358,"array([4.10386549, 0.94806649])"
1537,348,"array([3.49420045, 1.24870296])"
1538,1643,"array([3.58686242, 1.25701899])"
1539,3562,"array([3.98940911, 0.90767282])"
1540,3920,"array([3.99025761, 0.91655158])"
1541,1204,"array([3.98213125, 0.9171983 ])"
1542,2844,"array([4.00303764, 0.93538224])"
1543,1600,"array([3.99678084, 0.91087148])"
1544,4789,"array([4.00577325, 0.94185586])"
1545,545,"array([4.02379513, 0.91566496])"
1546,2138,"array([4.01673808, 0.89748735])"
1547,352,"array([4.88670588, 1.52040291])"
1548,1924,"array([5.03472346, 1.50424847])"
1549,5252,"array([3.97092051, 0.80250557])"
1550,3536,"array([3.98687654, 0.80289593])"
1551,2569,"array([3.98605567, 0.81533251])"
1552,2889,"array([3.98679397, 0.82267692])"
1553,1101,"array([3.98107952, 0.82177048])"
1554,1078,"array([3.97985175, 0.80508239])"
1555,5042,"array([3.98773367, 0.83257279])"
1556,3582,"array([3.98118422, 0.82856782])"
1557,3585,"array([3.97482936, 0.78768548])"
1558,645,"array([4.00141812, 0.83114756])"
1559,5489,"array([3.97418437, 0.81781591])"
1560,355,"array([4.99171237, 1.0464736 ])"
1561,589,"array([5.018352  , 0.93248705])"
1562,357,"array([4.19260677, 0.8873116 ])"
1563,1155,"array([4.218115  , 0.86245988])"
1564,4970,"array([4.21081348, 0.85607709])"
1565,3788,"array([4.22236758, 0.90995065])"
1566,4587,"array([4.21094374, 0.88681491])"
1567,935,"array([4.23480139, 0.86413621])"
1568,5371,"array([4.21417384, 0.87820932])"
1569,4136,"array([4.22252284, 0.87699141])"
1570,379,"array([4.17970064, 0.87988082])"
1571,2429,"array([4.2023762 , 0.87423732])"
1572,2321,"array([4.22525849, 0.86025385])"
1573,5505,"array([4.21727196, 0.87043451])"
1574,504,"array([4.20162754, 0.85810469])"
1575,4463,"array([4.2095115 , 0.86323726])"
1576,1751,"array([4.19149028, 0.83259241])"
1577,660,"array([4.16043975, 0.88805586])"
1578,1104,"array([4.21903846, 0.89452144])"
1579,1532,"array([4.18399483, 0.84807246])"
1580,3773,"array([4.18257647, 0.86630909])"
1581,4515,"array([4.21444027, 0.84822916])"
1582,2383,"array([4.22674505, 0.86949958])"
1583,1186,"array([4.20730523, 0.91366297])"
1584,175,"array([4.19024771, 0.86750709])"
1585,3003,"array([4.19925594, 0.89690265])"
1586,1303,"array([4.21839139, 0.85442161])"
1587,5209,"array([4.21333329, 0.90893002])"
1588,3720,"array([4.21017859, 0.87112648])"
1589,5659,"array([4.18534228, 0.903588  ])"
1590,1796,"array([4.19583278, 0.8807678 ])"
1591,5579,"array([4.18466838, 0.87294549])"
1592,1714,"array([4.18346224, 0.85608526])"
1593,4058,"array([4.24090369, 0.8815738 ])"
1594,5335,"array([4.1983784 , 0.86659758])"
1595,5646,"array([4.2392393 , 0.87053748])"
1596,1269,"array([4.1964977 , 0.84621466])"
1597,2247,"array([4.22455447, 0.90003984])"
1598,2810,"array([4.21504727, 0.90164018])"
1599,3360,"array([4.18551606, 0.88817889])"
1600,3806,"array([4.20436988, 0.88367552])"
1601,5667,"array([4.19255352, 0.86028786])"
1602,3215,"array([4.22986654, 0.88087433])"
1603,359,"array([4.8862354 , 1.32981714])"
1604,3069,"array([4.84619274, 1.31558639])"
1605,5002,"array([4.90553587, 1.34470877])"
1606,4037,"array([4.92491399, 1.33041751])"
1607,1159,"array([4.92919951, 1.25366358])"
1608,2041,"array([4.947477  , 1.36502583])"
1609,1179,"array([4.87039137, 1.30727274])"
1610,5623,"array([4.88389566, 1.31784982])"
1611,2144,"array([4.86935065, 1.35551147])"
1612,654,"array([4.9789559 , 1.25104344])"
1613,3659,"array([4.8308001 , 1.32900697])"
1614,5319,"array([5.00402525, 1.32799737])"
1615,4292,"array([4.85419467, 1.37651902])"
1616,5385,"array([4.81715142, 1.25669114])"
1617,5112,"array([4.92046788, 1.36128469])"
1618,2608,"array([4.86578126, 1.34673594])"
1619,1563,"array([4.91599944, 1.35094346])"
1620,3556,"array([4.90559525, 1.35512708])"
1621,2661,"array([4.88738999, 1.34630498])"
1622,1874,"array([4.81376756, 1.30005136])"
1623,4386,"array([4.93592459, 1.35540733])"
1624,204,"array([4.91132556, 1.36561569])"
1625,2704,"array([4.93329883, 1.30515088])"
1626,1493,"array([4.88632203, 1.39537238])"
1627,1921,"array([4.9213464 , 1.34163511])"
1628,363,"array([5.02639075, 1.13100819])"
1629,4807,"array([5.11020294, 1.04259723])"
1630,501,"array([5.00393234, 1.14751142])"
1631,3895,"array([5.09118846, 1.05978681])"
1632,5549,"array([5.10346151, 1.06503951])"
1633,5683,"array([4.99149225, 1.13828192])"
1634,2823,"array([5.11366135, 1.05687434])"
1635,33,"array([5.082909  , 1.06970193])"
1636,3726,"array([4.97194566, 1.22651048])"
1637,344,"array([5.09861655, 1.04955341])"
1638,2831,"array([4.96707641, 1.24485359])"
1639,2758,"array([5.09856733, 1.03543323])"
1640,1799,"array([3.92941824, 0.86141191])"
1641,4459,"array([3.88993546, 0.81312238])"
1642,2688,"array([4.66849618, 1.39478624])"
1643,5637,"array([4.57102479, 1.44822095])"
1644,2521,"array([3.99652867, 0.91888433])"
1645,2016,"array([3.98688058, 0.88626396])"
1646,2432,"array([3.99157098, 0.94510193])"
1647,2500,"array([3.9916232 , 0.89688943])"
1648,534,"array([4.00397787, 0.90595619])"
1649,5368,"array([4.0482432 , 0.94052227])"
1650,2488,"array([4.04439786, 0.95057265])"
1651,5606,"array([3.97348494, 0.94026181])"
1652,4794,"array([3.99568814, 0.90375449])"
1653,5734,"array([3.96670525, 0.92363893])"
1654,2492,"array([4.01800564, 0.88912921])"
1655,3022,"array([4.12398703, 0.90349502])"
1656,4582,"array([4.2296909 , 0.88948703])"
1657,380,"array([5.13864688, 0.99656117])"
1658,2672,"array([5.16807701, 0.88205431])"
1659,3958,"array([5.20799683, 0.91077687])"
1660,3349,"array([5.19158539, 0.89298265])"
1661,2935,"array([5.13177308, 1.15719966])"
1662,5587,"array([4.94097987, 1.25021636])"
1663,2503,"array([4.87896646, 1.14581466])"
1664,5406,"array([4.89980354, 1.24604528])"
1665,4543,"array([5.05591878, 1.23884381])"
1666,1702,"array([4.83969955, 1.13636128])"
1667,3497,"array([5.00745036, 1.21848079])"
1668,4941,"array([4.98976165, 1.18527945])"
1669,2346,"array([5.10507803, 1.00148967])"
1670,749,"array([5.03679084, 1.3545581 ])"
1671,2142,"array([4.95560992, 1.13317575])"
1672,5499,"array([4.88646841, 1.1834869 ])"
1673,1574,"array([5.02768475, 1.37339171])"
1674,2073,"array([4.93218771, 1.12471635])"
1675,2451,"array([5.08483377, 1.18822024])"
1676,3097,"array([5.15606435, 1.35049697])"
1677,1387,"array([4.97149304, 1.12475552])"
1678,724,"array([4.92252661, 1.11944333])"
1679,2412,"array([5.14068772, 1.26866025])"
1680,3542,"array([5.05976438, 1.13985724])"
1681,2184,"array([4.96760601, 1.1664859 ])"
1682,5688,"array([4.84250578, 1.26542342])"
1683,2274,"array([5.1061863 , 1.13679984])"
1684,4724,"array([4.98610083, 1.12303292])"
1685,1153,"array([4.90076896, 1.20324199])"
1686,4016,"array([5.05515631, 1.16467777])"
1687,539,"array([5.07811444, 1.26396986])"
1688,4206,"array([4.93395095, 0.99307789])"
1689,5088,"array([4.95933237, 1.25531267])"
1690,3593,"array([4.91405063, 1.08978394])"
1691,84,"array([5.05834833, 1.30379793])"
1692,4440,"array([5.07762555, 1.09895788])"
1693,826,"array([4.89161255, 1.23807284])"
1694,1030,"array([4.9000706 , 1.21403195])"
1695,2636,"array([4.98575671, 1.14910363])"
1696,88,"array([4.92446475, 1.14942739])"
1697,4123,"array([5.02380052, 1.26762425])"
1698,1019,"array([5.07211423, 1.19008708])"
1699,1866,"array([5.07887773, 1.23863471])"
1700,1478,"array([4.90434844, 1.11385672])"
1701,2896,"array([5.03377184, 1.12304902])"
1702,3020,"array([5.02245571, 1.16213061])"
1703,2914,"array([5.14699228, 1.21845199])"
1704,5656,"array([4.83378014, 1.04771062])"
1705,1806,"array([5.06228895, 1.18219767])"
1706,314,"array([4.88760996, 1.20810051])"
1707,1378,"array([5.15633436, 1.22607319])"
1708,985,"array([4.9109685 , 1.12617905])"
1709,1612,"array([4.91485068, 1.14281822])"
1710,5225,"array([5.03741821, 1.19298603])"
1711,4026,"array([5.00938902, 1.36528781])"
1712,3815,"array([5.03617658, 1.20456703])"
1713,4553,"array([5.04714768, 1.35638508])"
1714,3605,"array([4.88565458, 1.04342497])"
1715,4331,"array([5.1393336 , 1.28862767])"
1716,5660,"array([5.08528316, 1.15675885])"
1717,681,"array([5.06610389, 1.129076  ])"
1718,1841,"array([4.88658703, 1.12410417])"
1719,4056,"array([4.97602049, 1.1765097 ])"
1720,673,"array([4.97562405, 1.14265352])"
1721,988,"array([4.86024324, 1.19759047])"
1722,675,"array([4.92307044, 1.08198892])"
1723,923,"array([4.93801309, 1.27579355])"
1724,4280,"array([4.84534269, 1.22290239])"
1725,3258,"array([4.99957171, 1.31249941])"
1726,2642,"array([5.0796901 , 1.13745013])"
1727,138,"array([5.03149982, 1.08037954])"
1728,3142,"array([4.92024915, 1.17272844])"
1729,1072,"array([5.00961951, 1.08915275])"
1730,840,"array([4.95133882, 1.24667689])"
1731,2811,"array([5.03111977, 1.14688899])"
1732,2877,"array([5.00102542, 1.08255401])"
1733,4076,"array([5.01515108, 1.37683521])"
1734,4003,"array([4.93597243, 1.11390644])"
1735,3334,"array([5.05568185, 1.17454462])"
1736,4224,"array([3.88670035, 0.79837277])"
1737,2860,"array([3.89901501, 0.81921938])"
1738,384,"array([3.96068974, 1.39148205])"
1739,3056,"array([3.97574909, 1.36981671])"
1740,4293,"array([3.98036746, 1.33916317])"
1741,3834,"array([4.01153057, 1.40199628])"
1742,3196,"array([3.99890334, 1.37508811])"
1743,4106,"array([4.00004455, 1.32845922])"
1744,4885,"array([3.96557377, 1.35387426])"
1745,287,"array([3.85819174, 1.44912701])"
1746,387,"array([4.65101791, 1.38356819])"
1747,1571,"array([4.66440132, 1.4222821 ])"
1748,2744,"array([4.74018715, 1.31838551])"
1749,5370,"array([4.65269297, 1.41422306])"
1750,5311,"array([4.66600031, 1.38734501])"
1751,2765,"array([4.70522283, 1.4116126 ])"
1752,2885,"array([4.69072668, 1.37614645])"
1753,4654,"array([4.61375015, 1.30027878])"
1754,5595,"array([4.64300172, 1.3892924 ])"
1755,2652,"array([4.65201513, 1.4060429 ])"
1756,4164,"array([4.64424083, 1.44880585])"
1757,2218,"array([4.67324979, 1.37735502])"
1758,1368,"array([4.66768482, 1.41344055])"
1759,2801,"array([4.70523553, 1.34682202])"
1760,1094,"array([4.61770655, 1.40963282])"
1761,3055,"array([4.71594975, 1.41361607])"
1762,1458,"array([4.60257346, 1.37758754])"
1763,3840,"array([4.6482092 , 1.39214377])"
1764,1149,"array([4.60988204, 1.4158879 ])"
1765,73,"array([4.55322577, 1.37686478])"
1766,735,"array([4.58436777, 1.41451513])"
1767,5238,"array([4.59063702, 1.40468585])"
1768,5093,"array([4.64474704, 1.40906141])"
1769,4049,"array([4.61985668, 1.41701665])"
1770,3157,"array([4.83642689, 1.62379921])"
1771,2963,"array([4.83586644, 1.65505042])"
1772,3095,"array([4.83687374, 1.54417329])"
1773,2487,"array([4.80456042, 1.56570456])"
1774,5392,"array([4.84459087, 1.59063895])"
1775,4487,"array([4.82633564, 1.65245762])"
1776,4901,"array([4.81813651, 1.59621709])"
1777,4527,"array([4.86951681, 1.57968986])"
1778,3316,"array([4.86533036, 1.58736816])"
1779,5577,"array([4.83979587, 1.59796942])"
1780,395,"array([3.97925501, 0.81248982])"
1781,814,"array([3.97782018, 0.8623716 ])"
1782,907,"array([4.00326405, 0.81221607])"
1783,2326,"array([3.98479732, 0.79446023])"
1784,4469,"array([3.96243981, 0.82657567])"
1785,397,"array([4.86782565, 1.29764892])"
1786,4093,"array([4.9413234 , 1.29117401])"
1787,5584,"array([4.97535643, 1.34026887])"
1788,5471,"array([5.01322407, 1.24197547])"
1789,1670,"array([4.78681186, 1.15500937])"
1790,4349,"array([4.10405897, 0.92421175])"
1791,2548,"array([4.13948856, 0.90487981])"
1792,5316,"array([4.13017766, 0.96423746])"
1793,4104,"array([4.11055999, 0.9175979 ])"
1794,4273,"array([4.18452368, 0.97130321])"
1795,3380,"array([4.14705036, 0.9804355 ])"
1796,4041,"array([4.11667225, 0.91321598])"
1797,4417,"array([4.15264588, 0.94648349])"
1798,5196,"array([4.18194972, 0.96179934])"
1799,1962,"array([4.15885568, 0.95766465])"
1800,403,"array([4.91744502, 1.39032549])"
1801,1933,"array([5.03930953, 1.42377115])"
1802,404,"array([5.43098818, 1.45719286])"
1803,240,"array([5.51205157, 1.43953403])"
1804,405,"array([4.75296274, 1.33792792])"
1805,3572,"array([4.85849246, 1.23315073])"
1806,406,"array([5.11675023, 1.54052623])"
1807,2118,"array([5.13370737, 1.56391854])"
1808,415,"array([4.78653111, 1.38533939])"
1809,5413,"array([4.77681779, 1.44308826])"
1810,1223,"array([4.78870104, 1.3371865 ])"
1811,647,"array([4.80939034, 1.35077262])"
1812,5424,"array([4.86201974, 1.39069148])"
1813,3780,"array([4.86738374, 1.37710955])"
1814,1158,"array([4.73702472, 1.36857983])"
1815,573,"array([4.85136357, 1.36910134])"
1816,5644,"array([4.83537762, 1.36731196])"
1817,2592,"array([4.83386388, 1.34955499])"
1818,908,"array([4.68814827, 1.33842912])"
1819,4610,"array([4.85762605, 1.33998869])"
1820,1680,"array([4.84951029, 1.35960384])"
1821,1881,"array([4.82079813, 1.3583827 ])"
1822,4148,"array([4.87371465, 1.39665711])"
1823,4944,"array([4.85382415, 1.41004962])"
1824,4375,"array([4.76195947, 1.3375813 ])"
1825,3900,"array([4.84878544, 1.4017475 ])"
1826,5457,"array([4.80091868, 1.44472359])"
1827,3957,"array([4.68839812, 1.36041983])"
1828,5032,"array([4.82549671, 1.36558669])"
1829,4494,"array([4.65290897, 1.31948474])"
1830,4786,"array([4.77775848, 1.45606339])"
1831,1598,"array([4.77075486, 1.3737701 ])"
1832,1815,"array([4.84017567, 1.38564012])"
1833,5379,"array([4.8254725 , 1.31693555])"
1834,1057,"array([4.81493527, 1.33955464])"
1835,2892,"array([4.84380583, 1.42362759])"
1836,2048,"array([4.77279785, 1.42853597])"
1837,1726,"array([4.77677283, 1.41737064])"
1838,1727,"array([4.73346809, 1.4526559 ])"
1839,5707,"array([4.78549785, 1.34837503])"
1840,1310,"array([4.8170724 , 1.32748445])"
1841,3105,"array([4.77456562, 1.31372706])"
1842,3485,"array([4.92310206, 1.38282458])"
1843,197,"array([4.70365697, 1.45638441])"
1844,1662,"array([4.89021216, 1.37553354])"
1845,4457,"array([4.82425602, 1.33601262])"
1846,2070,"array([4.86946158, 1.43316253])"
1847,4878,"array([4.79146388, 1.41020936])"
1848,1686,"array([4.89537089, 1.32169366])"
1849,5256,"array([4.73575421, 1.44516714])"
1850,805,"array([4.79000948, 1.37251219])"
1851,2959,"array([4.82165907, 1.44916534])"
1852,5782,"array([4.93816196, 1.44567633])"
1853,4468,"array([4.80380288, 1.29098111])"
1854,5203,"array([4.72676147, 1.42962887])"
1855,3184,"array([4.8403236 , 1.40228456])"
1856,1316,"array([4.84323039, 1.41333517])"
1857,4648,"array([4.83950966, 1.3315712 ])"
1858,5191,"array([4.87288632, 1.38711151])"
1859,3493,"array([4.84863333, 1.3924185 ])"
1860,5532,"array([4.70890324, 1.38844462])"
1861,3150,"array([4.8044374 , 1.33946108])"
1862,2920,"array([4.85265756, 1.33464929])"
1863,1218,"array([4.89862208, 1.38079716])"
1864,4942,"array([4.70235754, 1.49675557])"
1865,2829,"array([4.76376372, 1.35957242])"
1866,4961,"array([4.80724122, 1.42428472])"
1867,2643,"array([4.82583568, 1.37501902])"
1868,5327,"array([4.78091181, 1.37111738])"
1869,1481,"array([4.77994555, 1.32209116])"
1870,4341,"array([4.85748173, 1.35160829])"
1871,1323,"array([4.80190175, 1.38227853])"
1872,1696,"array([4.7053639 , 1.36959786])"
1873,1587,"array([4.13512545, 1.02628884])"
1874,4916,"array([4.10350596, 0.99129564])"
1875,3365,"array([4.02462912, 0.88116713])"
1876,1498,"array([4.02446363, 0.96501373])"
1877,1506,"array([4.05131202, 0.92699933])"
1878,2542,"array([3.9916102 , 0.93031341])"
1879,425,"array([3.5018865, 1.2645763])"
1880,1826,"array([3.59362552, 1.31985117])"
1881,427,"array([3.7871479 , 1.57940145])"
1882,3099,"array([3.78158796, 1.60141708])"
1883,1893,"array([3.7674517 , 1.58928315])"
1884,1923,"array([3.93798443, 0.90316537])"
1885,700,"array([4.01111241, 0.82533932])"
1886,230,"array([3.94633324, 0.92410156])"
1887,430,"array([3.59848087, 1.42039763])"
1888,318,"array([3.47356114, 1.38124031])"
1889,3169,"array([3.54736596, 1.33284924])"
1890,1872,"array([3.4932147 , 1.40655305])"
1891,3282,"array([3.52004831, 1.43912537])"
1892,1775,"array([3.45881431, 1.31981345])"
1893,3923,"array([3.50245087, 1.35294719])"
1894,2330,"array([3.77415146, 1.43271697])"
1895,302,"array([3.51127968, 1.45324164])"
1896,5020,"array([3.51830157, 1.46985735])"
1897,1062,"array([3.52061652, 1.53372901])"
1898,5632,"array([3.53521694, 1.34271698])"
1899,2852,"array([3.47171641, 1.50444009])"
1900,2739,"array([3.689523  , 1.41201491])"
1901,2143,"array([3.66370822, 1.43697799])"
1902,2581,"array([4.18668265, 1.01229692])"
1903,452,"array([4.97193816, 1.42204203])"
1904,2727,"array([4.79067542, 1.47251818])"
1905,453,"array([4.89632559, 0.8577066 ])"
1906,4532,"array([4.91250814, 0.70558391])"
1907,2866,"array([4.70279491, 1.46824443])"
1908,2205,"array([4.65684726, 1.45017581])"
1909,1271,"array([4.73714864, 1.52963189])"
1910,1340,"array([4.76395303, 1.3798234 ])"
1911,4713,"array([4.80878239, 1.63362637])"
1912,2644,"array([4.70216025, 1.40487068])"
1913,1601,"array([4.82075378, 1.51227399])"
1914,495,"array([4.04122264, 0.99908924])"
1915,3467,"array([4.14087531, 1.01622392])"
1916,5257,"array([4.04880115, 1.02217384])"
1917,461,"array([4.89654853, 1.35374752])"
1918,5207,"array([5.0198343 , 1.28965267])"
1919,4964,"array([3.90912157, 0.82437321])"
1920,467,"array([4.85948303, 1.54766059])"
1921,769,"array([4.84447858, 1.5169922 ])"
1922,4155,"array([4.86911798, 1.52355709])"
1923,473,"array([5.27791308, 1.76605938])"
1924,3242,"array([4.17064973, 0.94782106])"
1925,3666,"array([4.37650142, 1.15642449])"
1926,482,"array([3.75380632, 1.58388567])"
1927,4471,"array([3.76237977, 1.56802538])"
1928,493,"array([3.48990046, 1.68183488])"
1929,2904,"array([3.48489108, 1.69927054])"
1930,2909,"array([3.51149783, 1.69491324])"
1931,3831,"array([3.47680346, 1.64513129])"
1932,1920,"array([4.08254459, 0.97175227])"
1933,2984,"array([3.96017145, 0.95433013])"
1934,497,"array([5.17731229, 1.40669329])"
1935,4900,"array([5.30717828, 1.26877795])"
1936,4674,"array([5.28119126, 1.40953836])"
1937,2733,"array([5.26531017, 1.44591535])"
1938,5495,"array([5.1833428 , 1.28353636])"
1939,1199,"array([5.25676224, 1.45810926])"
1940,3124,"array([5.14749572, 1.52168849])"
1941,4225,"array([5.27674901, 1.43687693])"
1942,863,"array([5.11800094, 1.38097943])"
1943,4652,"array([5.01979161, 1.4098932 ])"
1944,2576,"array([5.27482562, 1.39739356])"
1945,2839,"array([5.27838361, 1.45417196])"
1946,5624,"array([5.22596947, 1.44840687])"
1947,5540,"array([5.00656822, 1.34818491])"
1948,2936,"array([5.28312239, 1.37652577])"
1949,2738,"array([5.32471288, 1.32588183])"
1950,5315,"array([5.06717311, 1.57412656])"
1951,683,"array([5.12314061, 1.46646377])"
1952,582,"array([5.17362663, 1.45683766])"
1953,4639,"array([5.17179868, 1.28352846])"
1954,1163,"array([5.22026799, 1.43649456])"
1955,2921,"array([5.27111845, 1.46491439])"
1956,957,"array([5.29673699, 1.41173217])"
1957,4354,"array([5.19907553, 1.28251252])"
1958,585,"array([5.25392141, 1.48814508])"
1959,5438,"array([5.27078417, 1.4252349 ])"
1960,1060,"array([5.08840567, 1.39654621])"
1961,4790,"array([5.30149462, 1.44466866])"
1962,4921,"array([5.30413671, 1.384323  ])"
