# index, meta, _pos
3783,http://www.google.com/intl/eo/services/silver_gold.html,"array([ -2.04987488, -11.39075899])"
3784,http://www.google.com/intl/es/about.html,"array([-3.24935033, -9.89489008])"
3785,http://www.google.com/intl/es/ads/,"array([ -3.17055127, -10.22450751])"
3786,http://www.google.com/intl/es/options/,"array([-3.10556358, -9.9171183 ])"
3787,http://www.google.com/intl/es/services/,"array([ -3.14475015, -10.26027358])"
3788,http://www.google.com/intl/es/addurl.html,"array([ -3.14694041, -10.0972838 ])"
3789,http://www.google.com/intl/es/corporate/,"array([ -3.63593237, -10.15710604])"
3790,http://www.google.com/intl/es/features.html,"array([-3.07929206, -9.61381084])"
3791,http://www.google.com/intl/es/jobs/,"array([ -3.50450717, -10.04842709])"
3792,http://www.google.com/intl/es/logos.html,"array([-3.08911599, -9.45857712])"
3793,http://www.google.com/intl/es/options.html,"array([-3.09789816, -9.58044857])"
3794,http://www.google.com/intl/es/press/,"array([-3.47305164, -9.96812038])"
3795,http://www.google.com/intl/es/privacy.html,"array([-3.4239217 , -9.70278608])"
3796,http://www.google.com/intl/es/searchcode.html,"array([-3.36977444, -9.81991171])"
3797,http://www.google.com/intl/es/terms.html,"array([-3.52865426, -9.08782817])"
3798,http://www.google.com/intl/es/why_use.html,"array([-3.15002543, -9.50007155])"
3799,http://www.google.com/intl/es/ads.html,"array([-3.26121655, -9.55427968])"
3800,http://www.google.com/intl/es/faq.html,"array([-3.11996893, -9.47479326])"
3801,http://www.google.com/intl/es/permissions/,"array([-3.04408076, -9.38959393])"
3802,http://www.google.com/intl/es/contact/,"array([ -2.97456367, -10.4655073 ])"
3803,http://www.google.com/intl/es/contact/newsletter.html,"array([ -3.24405741, -10.00583471])"
3804,http://www.google.com/intl/es/contact/rate_advertiser.html,"array([ -3.12886839, -10.24359998])"
3805,http://www.google.com/intl/es/contact/security.html,"array([ -3.17837859, -10.15538295])"
3806,http://www.google.com/intl/es/contact/success.html,"array([ -3.23790947, -10.09646368])"
3807,http://www.google.com/intl/es/sitemap.html,"array([ -2.91777691, -10.59907477])"
3808,http://www.google.com/intl/es/press/testimonials.html,"array([ -3.4047565 , -10.52822672])"
3809,http://www.google.com/intl/es/corporate/address.html,"array([ -3.74216578, -10.20149116])"
3810,http://www.google.com/intl/es/corporate/execs.html,"array([ -3.49300323, -10.38757984])"
3811,http://www.google.com/intl/es/corporate/tech.html,"array([ -3.68821851, -10.13787477])"
3812,http://www.google.com/intl/es/corporate/tenthings.html,"array([ -3.69479725, -10.23955142])"
3813,http://www.google.com/intl/es/corporate/business.html,"array([ -3.50349419, -10.72275347])"
3814,http://www.google.com/intl/es/corporate/culture.html,"array([ -3.48372511, -10.57023151])"
3815,http://www.google.com/intl/es/corporate/facts.html,"array([ -3.39364662, -10.67571705])"
3816,http://www.google.com/intl/es/corporate/features.html,"array([ -3.59451268, -10.58385847])"
3817,http://www.google.com/intl/es/corporate/history.html,"array([ -3.28994012, -10.72778147])"
3818,http://www.google.com/intl/es/corporate/nopopupads.html,"array([ -3.52366853, -10.56297265])"
3819,http://www.google.com/intl/es/corporate/software_principles.html,"array([ -3.37775596, -10.56823088])"
3820,http://www.google.com/intl/es/corporate/mather_bio.html,"array([ -3.65752861, -10.58904142])"
3821,http://www.google.com/intl/es/press/pressrel/ceo.html,"array([ -3.14001667, -10.62844287])"
3822,http://www.google.com/intl/es/doodle3.html,"array([-2.35583645, -9.83442447])"
3823,http://www.google.com/intl/es/doodle4.html,"array([-2.64535779, -9.20459753])"
3824,http://www.google.com/intl/es/doodle7.html,"array([-2.85451794, -9.21013069])"
3825,http://www.google.com/intl/es/doodle8.html,"array([-2.67810506, -9.2310727 ])"
3826,http://www.google.com/intl/es/remove.html,"array([-3.12862036, -9.71111563])"
3827,http://www.google.com/intl/es/help.html,"array([-3.08802877, -9.6836266 ])"
3828,http://www.google.com/intl/es/help/faq_translation.html,"array([-2.92269037, -9.84499546])"
3829,http://www.google.com/intl/es/help/basics.html,"array([-2.96321005, -9.6059809 ])"
3830,http://www.google.com/intl/es/help/customize.html,"array([ -2.52922626, -10.16900197])"
3831,http://www.google.com/intl/es/help/features.html,"array([-3.07149889, -9.55803989])"
3832,http://www.google.com/intl/es/help/interpret.html,"array([-3.01625784, -9.63305571])"
3833,http://www.google.com/intl/es/help/refinesearch.html,"array([-2.9194257 , -9.69405053])"
3834,http://www.google.com/intl/es/help/,"array([-3.04814889, -9.98308398])"
3835,http://www.google.com/intl/es/help/nopopupads.html,"array([ -2.87082584, -10.00567716])"
3836,http://www.google.com/intl/es/help/faq.html,"array([-2.96411434, -9.93258811])"
3837,http://www.google.com/intl/es/help/help/faq_translation.html,"array([-3.15776854, -8.58954934])"
3838,http://www.google.com/intl/es/holidaylogos00.html,"array([-2.93592364, -9.42542991])"
3839,http://www.google.com/intl/es/holidaylogos01.html,"array([-2.95850905, -9.34231579])"
3840,http://www.google.com/intl/es/holidaylogos03.html,"array([-2.96512787, -9.40225613])"
3841,http://www.google.com/intl/es/holidaylogos04.html,"array([-2.74565403, -9.56722457])"
3842,http://www.google.com/intl/es/holidaylogos99.html,"array([-3.00993545, -9.39144345])"
3843,http://www.google.com/intl/es/jobs/openings.html,"array([-3.64450788, -9.80288006])"
3844,http://www.google.com/intl/es/permissions/guidelines.html,"array([-3.11322291, -9.34457337])"
3845,http://www.google.com/intl/es/permissions/brand_terms.html,"array([-3.14946474, -9.35786436])"
3846,http://www.google.com/intl/es/permissions/request.html,"array([-3.13784203, -9.39298056])"
3847,http://www.google.com/intl/es/press/images.html,"array([ -3.51235081, -10.20359546])"
3848,http://www.google.com/intl/es/press/pressrel/clicktoplay.html,"array([-3.51915819, -9.99442048])"
3849,http://www.google.com/intl/es/press/pressrel/googlepackes.html,"array([ -3.47282441, -10.1155728 ])"
3850,http://www.google.com/intl/es/press/pressrel/googlevideoes.html,"array([-3.50544223, -9.95733211])"
3851,http://www.google.com/intl/es/press/pressreleases.html,"array([ -3.52880213, -10.06561227])"
3852,http://www.google.com/intl/es/press/awards.html,"array([ -3.30211112, -10.42876488])"
3853,http://www.google.com/intl/es/press/descriptions.html,"array([ -3.2230627 , -10.51886499])"
3854,http://www.google.com/intl/es/press/guides.html,"array([ -3.31367868, -10.46517664])"
3855,http://www.google.com/intl/es/press/podium.html,"array([ -3.38095834, -10.34925266])"
3856,http://www.google.com/intl/es/press/pressrel/pressrelease38.html,"array([ -3.2096395 , -10.58379752])"
3857,http://www.google.com/intl/es/press/factorytour.html,"array([ -3.39814336, -10.47018282])"
3858,http://www.google.com/intl/es/press/podium/ana.html,"array([ -3.69835018, -10.01718912])"
3859,http://www.google.com/intl/es/press/podium/brin.html,"array([-3.59383053, -9.95497026])"
3860,http://www.google.com/intl/es/press/podium/eric.html,"array([-3.5990516 , -9.92741345])"
3861,http://www.google.com/intl/es/press/pressday.html,"array([ -3.41767774, -10.46986917])"
3862,http://www.google.com/intl/es/press/pressrel/booksearch.html,"array([ -3.53866568, -10.03603025])"
3863,http://www.google.com/intl/es/press/pressrel/checkout.html,"array([ -3.50976918, -10.02028557])"
3864,http://www.google.com/intl/es/press/pressrel/googlemaps.html,"array([ -3.57213596, -10.02079985])"
3865,http://www.google.com/intl/es/press/pressrel/googlesms.html,"array([-3.55578083, -9.99698745])"
3866,http://www.google.com/intl/es/press/pressrel/pressrelease3.html,"array([-3.45079417, -9.94066298])"
3867,http://www.google.com/intl/es/press/pressrel/pressrelease4.html,"array([-3.49524052, -9.98317342])"
3868,http://www.google.com/intl/es/press/pressrel/tourdefrance.html,"array([ -3.56230333, -10.04987656])"
3869,http://www.google.com/intl/es/press/pressrel/wbg.html,"array([ -3.5861834 , -10.04169085])"
3870,http://www.google.com/intl/es/press/testimonials/archive.html,"array([ -3.77727347, -10.88706165])"
3871,http://www.google.com/intl/es/privacy_faq.html,"array([-3.41773597, -9.66752793])"
3872,http://www.google.com/intl/es/privacypolicy.html,"array([-3.37035497, -9.63823974])"
3873,http://www.google.com/intl/es/privacy_archive.html,"array([-3.30238292, -9.39700501])"
3874,http://www.google.com/intl/es/terms_of_service.html,"array([-3.51931577, -8.9473876 ])"
3875,http://www.google.com/intl/et/about.html,"array([ -2.31085928, -11.17819965])"
3876,http://www.google.com/intl/et/Easter/credit.html,"array([ -1.34426417, -10.9696175 ])"
3877,http://www.google.com/intl/et/holidaylogos.html,"array([ -1.71626149, -11.28949834])"
3878,http://www.google.com/intl/et/Easter/feature_easter.html,"array([ -1.47654919, -11.00456657])"
3879,http://www.google.com/intl/et/ads/,"array([ -2.80040175, -11.84763939])"
3880,http://www.google.com/intl/et/contact/,"array([ -2.47840104, -10.75591833])"
3881,http://www.google.com/intl/et/corporate/,"array([ -3.45189709, -11.26820096])"
3882,http://www.google.com/intl/et/help/features.html,"array([ -2.40186539, -10.53059763])"
3883,http://www.google.com/intl/et/jobs/,"array([ -2.20322795, -11.34402328])"
3884,http://www.google.com/intl/et/options/,"array([ -2.80094819, -10.59105068])"
3885,http://www.google.com/intl/et/plex/,"array([ -1.91213189, -11.22391924])"
3886,http://www.google.com/intl/et/press/,"array([ -2.88734721, -11.50987535])"
3887,http://www.google.com/intl/et/privacy.html,"array([ -3.27152609, -10.61740175])"
3888,http://www.google.com/intl/et/services/,"array([ -2.36078689, -11.61930349])"
3889,http://www.google.com/intl/et/submit_content.html,"array([ -1.44699986, -10.34705857])"
3890,http://www.google.com/intl/et/terms_of_service.html,"array([ -3.26256139, -10.65098339])"
3891,http://www.google.com/intl/et/contact/newsletter.html,"array([ -2.24645301, -10.89835573])"
3892,http://www.google.com/intl/et/contact/rate_advertiser.html,"array([ -2.06340218, -10.73416016])"
3893,http://www.google.com/intl/et/contact/security.html,"array([ -2.18727029, -10.86330072])"
3894,http://www.google.com/intl/et/contact/success.html,"array([ -2.18140708, -11.00509076])"
3895,http://www.google.com/intl/et/sitemap.html,"array([ -2.57833816, -10.97366158])"
3896,http://www.google.com/intl/et/press/testimonials.html,"array([ -2.86622328, -11.40666911])"
3897,http://www.google.com/intl/et/corporate/address.html,"array([ -3.63217221, -11.25445195])"
3898,http://www.google.com/intl/et/corporate/business.html,"array([ -3.49783848, -11.21094848])"
3899,http://www.google.com/intl/et/corporate/culture.html,"array([ -3.54293632, -11.17501861])"
3900,http://www.google.com/intl/et/corporate/execs.html,"array([ -3.34644379, -11.24120915])"
3901,http://www.google.com/intl/et/corporate/facts.html,"array([ -3.38133072, -11.12835651])"
3902,http://www.google.com/intl/et/corporate/features.html,"array([ -3.61552246, -11.22905379])"
3903,http://www.google.com/intl/et/corporate/history.html,"array([ -3.22207289, -11.11463701])"
3904,http://www.google.com/intl/et/corporate/nopopupads.html,"array([ -3.49721515, -11.12598295])"
3905,http://www.google.com/intl/et/corporate/software_principles.html,"array([ -3.32772865, -11.32867009])"
3906,http://www.google.com/intl/et/corporate/tech.html,"array([ -3.55957753, -11.19288981])"
3907,http://www.google.com/intl/et/corporate/tenthings.html,"array([ -3.49205482, -11.1643693 ])"
3908,http://www.google.com/intl/et/corporate/mather_bio.html,"array([ -3.68733715, -11.24120608])"
3909,http://www.google.com/intl/et/press/pressrel/ceo.html,"array([ -3.01602297, -11.14246761])"
3910,http://www.google.com/intl/et/customlogos.html,"array([ -1.74083456, -11.42953118])"
3911,http://www.google.com/intl/et/stickers.html,"array([ -1.80426957, -11.3899587 ])"
3912,http://www.google.com/intl/et/doodle.html,"array([ -1.17576707, -11.38365678])"
3913,http://www.google.com/intl/et/doodle11.html,"array([ -1.23376053, -11.35353519])"
3914,http://www.google.com/intl/et/doodle3.html,"array([ -1.85484852, -11.8305212 ])"
3915,http://www.google.com/intl/et/doodle4.html,"array([ -1.21914412, -11.22898488])"
3916,http://www.google.com/intl/et/faq_freewebsearch.html,"array([ -2.36173906, -11.39671051])"
3917,http://www.google.com/intl/et/searchcode.html,"array([ -2.41762229, -11.4926156 ])"
3918,http://www.google.com/intl/et/services/websearch.html,"array([ -2.41726083, -11.34300212])"
3919,http://www.google.com/intl/et/faq_silvergold.html,"array([ -2.34586569, -11.51098751])"
3920,http://www.google.com/intl/et/heart/credit01.html,"array([ -1.22542672, -10.83262089])"
3921,http://www.google.com/intl/et/heart/feature_cons.html,"array([ -0.69459278, -12.04617327])"
3922,http://www.google.com/intl/et/heart/credit.html,"array([ -0.140246  , -12.41202244])"
3923,http://www.google.com/intl/et/heart/heart01.html,"array([ -1.74443949, -10.99256025])"
3924,http://www.google.com/intl/et/help/,"array([ -2.75274917, -10.16189069])"
3925,http://www.google.com/intl/et/help/basics.html,"array([ -2.37640736, -10.34790071])"
3926,http://www.google.com/intl/et/help/customize.html,"array([ -2.436922  , -10.28672463])"
3927,http://www.google.com/intl/et/help/interpret.html,"array([ -2.27017101, -10.30652168])"
3928,http://www.google.com/intl/et/help/nopopupads.html,"array([ -2.56409489, -10.4797086 ])"
3929,http://www.google.com/intl/et/help/refinesearch.html,"array([ -2.21524433, -10.12121099])"
3930,http://www.google.com/intl/et/help/faq.html,"array([ -2.29282055, -10.53722917])"
3931,http://www.google.com/intl/et/help/faq_translation.html,"array([ -2.17835145, -10.16956393])"
3932,http://www.google.com/intl/et/help/pbremoval.html,"array([ -1.98185272, -10.51724503])"
3933,http://www.google.com/intl/et/help/operators.html,"array([ -2.26238159, -10.20920794])"
3934,http://www.google.com/intl/et/help/cheatsheet.html,"array([-1.46377173, -9.230588  ])"
3935,http://www.google.com/intl/et/holidaylogos00.html,"array([ -1.59953939, -11.44184858])"
3936,http://www.google.com/intl/et/holidaylogos01.html,"array([ -1.68952269, -11.29775045])"
3937,http://www.google.com/intl/et/holidaylogos03.html,"array([ -1.7152768 , -11.36225781])"
3938,http://www.google.com/intl/et/holidaylogos04.html,"array([ -1.8116468 , -11.23931697])"
3939,http://www.google.com/intl/et/holidaylogos05.html,"array([ -1.75990667, -11.36092957])"
3940,http://www.google.com/intl/et/holidaylogos99.html,"array([ -1.8107528 , -11.34639444])"
3941,http://www.google.com/intl/et/mentalplex/MP_faq.html,"array([ -1.47544973, -11.49211277])"
3942,http://www.google.com/intl/et/mentalplex/MP_illustrations.html,"array([ -1.6040882 , -11.66502481])"
3943,http://www.google.com/intl/et/mentalplex/MP_results.html,"array([ -1.23235171, -11.42208238])"
3944,http://www.google.com/intl/et/jobs.html,"array([ -1.66849944, -11.51176386])"
3945,http://www.google.com/intl/et/jobs/international.html,"array([ -2.00945061, -10.78936475])"
3946,http://www.google.com/intl/et/jobs/working.html,"array([ -1.97089402, -10.94979129])"
3947,http://www.google.com/intl/et/jobs/openingsintl.html,"array([ -1.835691 , -10.9764515])"
3948,http://www.google.com/intl/et/jobs/meet.html,"array([ -1.89317279, -11.09942275])"
3949,http://www.google.com/intl/et/jobs/reasons.html,"array([ -1.93283988, -11.11722028])"
3950,http://www.google.com/intl/et/permissions/,"array([ -2.19727226, -10.91267405])"
3951,http://www.google.com/intl/et/permissions/brand_terms.html,"array([ -2.24024882, -10.84942138])"
3952,http://www.google.com/intl/et/permissions/guidelines.html,"array([ -2.42114423, -10.97230381])"
3953,http://www.google.com/intl/et/permissions/promotion.html,"array([ -2.3213251 , -10.85167029])"
3954,http://www.google.com/intl/et/permissions/request.html,"array([ -2.21297629, -10.87457403])"
3955,http://www.google.com/intl/et/press/annc/codejam06finals.html,"array([ -2.95068959, -11.1807331 ])"
3956,http://www.google.com/intl/et/press/annc/gsa_newfeatures.html,"array([ -3.02861926, -11.1509055 ])"
3957,http://www.google.com/intl/et/press/awards.html,"array([ -2.91471846, -11.35832456])"
3958,http://www.google.com/intl/et/press/descriptions.html,"array([ -2.9943221 , -10.94545284])"
3959,http://www.google.com/intl/et/press/guides.html,"array([ -2.91605446, -11.33848272])"
3960,http://www.google.com/intl/et/press/images.html,"array([ -2.97127401, -11.23310789])"
3961,http://www.google.com/intl/et/press/podium.html,"array([ -2.79032545, -11.45051821])"
3962,http://www.google.com/intl/et/press/zeitgeist.html,"array([ -2.90172489, -11.97707272])"
3963,http://www.google.com/intl/et/press/pressrel/pressrelease38.html,"array([ -3.0261792 , -11.21994065])"
3964,http://www.google.com/intl/et/press/factorytour.html,"array([ -2.90633583, -11.44903942])"
3965,http://www.google.com/intl/et/press/intl-zeitgeist.html,"array([ -2.94846841, -12.151749  ])"
3966,http://www.google.com/intl/et/press/zeitgeist/archive.html,"array([ -2.89743903, -11.77380956])"
3967,http://www.google.com/intl/et/press/zeitgeist_monthly.html,"array([ -2.88913111, -12.06253677])"
3968,http://www.google.com/intl/et/press/podium/ana.html,"array([ -2.282511  , -11.81292338])"
3969,http://www.google.com/intl/et/press/podium/brin.html,"array([ -2.30816441, -11.82541368])"
3970,http://www.google.com/intl/et/press/podium/eric.html,"array([ -2.21255819, -11.78126253])"
3971,http://www.google.com/intl/et/press/pressday.html,"array([ -2.91546473, -11.43529823])"
3972,http://www.google.com/intl/et/press/testimonials/archive.html,"array([ -3.1785158 , -11.77449767])"
3973,http://www.google.com/intl/et/privacy_faq.html,"array([ -3.59214486, -10.43350229])"
3974,http://www.google.com/intl/et/privacypolicy.html,"array([ -3.49360732, -10.41082714])"
3975,http://www.google.com/intl/et/privacy_archive.html,"array([ -3.6852816 , -10.41074624])"
3976,http://www.google.com/intl/et/services/terms_free.html,"array([ -2.89843128, -11.31739632])"
3977,http://www.google.com/intl/et/wireless/,"array([ -2.05917451, -12.32746004])"
3978,http://www.google.com/intl/et/services/free.html,"array([ -2.3253789, -11.7503893])"
3979,http://www.google.com/intl/et/appliance/,"array([ -2.00997038, -12.42467283])"
3980,http://www.google.com/intl/et/services/siteflavored.html,"array([ -2.27234277, -11.692134  ])"
3981,http://www.google.com/intl/et/services/free_search_guidelines.html,"array([ -3.61440423, -11.95606952])"
3982,http://www.google.com/intl/et/services/silver_gold.html,"array([ -2.27070135, -11.64864104])"
3983,http://www.google.com/intl/eu/about.html,"array([ -2.23799256, -10.4652421 ])"
3984,http://www.google.com/intl/eu/Easter/credit.html,"array([-1.59590289, -9.59632338])"
3985,http://www.google.com/intl/eu/holidaylogos.html,"array([ -1.73911167, -10.12369925])"
3986,http://www.google.com/intl/eu/Easter/feature_easter.html,"array([-1.77943681, -9.89249236])"
3987,http://www.google.com/intl/eu/ads/,"array([ -2.60068863, -11.63420323])"
3988,http://www.google.com/intl/eu/contact/,"array([ -2.5242627 , -10.52337434])"
3989,http://www.google.com/intl/eu/corporate/,"array([ -3.2996346 , -10.67034176])"
3990,http://www.google.com/intl/eu/help/features.html,"array([ -2.64408191, -10.37630085])"
3991,http://www.google.com/intl/eu/jobs/,"array([ -2.13092529, -10.54702612])"
3992,http://www.google.com/intl/eu/options/,"array([ -2.91715104, -10.38902532])"
3993,http://www.google.com/intl/eu/plex/,"array([ -1.90537838, -10.37169931])"
3994,http://www.google.com/intl/eu/press/,"array([ -2.62505168, -11.13697802])"
3995,http://www.google.com/intl/eu/privacy.html,"array([ -3.03545924, -10.09948162])"
3996,http://www.google.com/intl/eu/services/,"array([ -2.14850976, -11.34475669])"
3997,http://www.google.com/intl/eu/submit_content.html,"array([-1.6348318 , -9.71852877])"
3998,http://www.google.com/intl/eu/terms_of_service.html,"array([ -3.07916257, -10.37598251])"
3999,http://www.google.com/intl/eu/contact/newsletter.html,"array([ -2.18956525, -10.08807429])"
4000,http://www.google.com/intl/eu/contact/rate_advertiser.html,"array([ -2.14910486, -10.44348826])"
4001,http://www.google.com/intl/eu/contact/security.html,"array([ -2.15774871, -10.21447043])"
4002,http://www.google.com/intl/eu/contact/success.html,"array([ -2.14410615, -10.36438077])"
4003,http://www.google.com/intl/eu/sitemap.html,"array([ -2.53606306, -10.64064609])"
4004,http://www.google.com/intl/eu/press/testimonials.html,"array([ -2.76600537, -10.95087663])"
4005,http://www.google.com/intl/eu/corporate/address.html,"array([ -3.50794181, -10.73760903])"
4006,http://www.google.com/intl/eu/corporate/business.html,"array([ -3.43165726, -10.89101666])"
4007,http://www.google.com/intl/eu/corporate/culture.html,"array([ -3.4080464 , -10.71540088])"
4008,http://www.google.com/intl/eu/corporate/execs.html,"array([ -3.20682651, -10.76331909])"
4009,http://www.google.com/intl/eu/corporate/facts.html,"array([ -3.30193742, -10.82236279])"
4010,http://www.google.com/intl/eu/corporate/features.html,"array([ -3.48441047, -10.72315809])"
4011,http://www.google.com/intl/eu/corporate/history.html,"array([ -3.144058  , -10.84731852])"
4012,http://www.google.com/intl/eu/corporate/nopopupads.html,"array([ -3.33713349, -10.66091032])"
4013,http://www.google.com/intl/eu/corporate/software_principles.html,"array([ -3.18405061, -10.74125791])"
4014,http://www.google.com/intl/eu/corporate/tech.html,"array([ -3.3090799 , -10.57540358])"
4015,http://www.google.com/intl/eu/corporate/tenthings.html,"array([ -3.4082397 , -10.82961785])"
4016,http://www.google.com/intl/eu/corporate/mather_bio.html,"array([ -3.59588026, -10.78205849])"
4017,http://www.google.com/intl/eu/press/pressrel/ceo.html,"array([ -3.03494946, -10.84827963])"
4018,http://www.google.com/intl/eu/customlogos.html,"array([ -1.7306014 , -10.17036163])"
4019,http://www.google.com/intl/eu/stickers.html,"array([ -1.79686185, -10.22939927])"
4020,http://www.google.com/intl/eu/doodle.html,"array([ -1.10477914, -10.19881063])"
4021,http://www.google.com/intl/eu/doodle11.html,"array([-1.27506703, -9.91289657])"
4022,http://www.google.com/intl/eu/doodle3.html,"array([ -1.36738518, -10.83415711])"
4023,http://www.google.com/intl/eu/doodle4.html,"array([ -1.25160511, -10.10341171])"
4024,http://www.google.com/intl/eu/faq_freewebsearch.html,"array([ -2.29338702, -11.09992303])"
4025,http://www.google.com/intl/eu/searchcode.html,"array([ -2.23087545, -11.08017859])"
4026,http://www.google.com/intl/eu/services/websearch.html,"array([ -2.33141977, -11.15108403])"
4027,http://www.google.com/intl/eu/faq_silvergold.html,"array([ -2.30531402, -11.06535579])"
4028,http://www.google.com/intl/eu/heart/credit01.html,"array([ -1.34109759, -10.23063312])"
4029,http://www.google.com/intl/eu/heart/feature_cons.html,"array([-0.61626359, -9.67156555])"
4030,http://www.google.com/intl/eu/heart/credit.html,"array([-0.04986674, -9.32112441])"
4031,http://www.google.com/intl/eu/heart/heart01.html,"array([ -1.78887881, -10.10209242])"
4032,http://www.google.com/intl/eu/help/,"array([ -3.00146688, -10.04626   ])"
4033,http://www.google.com/intl/eu/help/basics.html,"array([ -2.72023527, -10.20700286])"
4034,http://www.google.com/intl/eu/help/customize.html,"array([ -2.53320175, -10.25706467])"
4035,http://www.google.com/intl/eu/help/interpret.html,"array([ -2.70145534, -10.06509004])"
4036,http://www.google.com/intl/eu/help/nopopupads.html,"array([ -2.87915303, -10.19015716])"
4037,http://www.google.com/intl/eu/help/refinesearch.html,"array([-2.67240709, -9.92485744])"
4038,http://www.google.com/intl/eu/help/faq.html,"array([ -2.60465442, -10.0560849 ])"
4039,http://www.google.com/intl/eu/help/faq_translation.html,"array([-2.678603  , -9.88148034])"
4040,http://www.google.com/intl/eu/help/pbremoval.html,"array([ -3.00509528, -10.20282964])"
4041,http://www.google.com/intl/eu/help/operators.html,"array([-2.64466596, -9.99540804])"
4042,http://www.google.com/intl/eu/help/cheatsheet.html,"array([-2.75949825, -8.79811298])"
4043,http://www.google.com/intl/eu/holidaylogos00.html,"array([ -1.55590085, -10.24733111])"
4044,http://www.google.com/intl/eu/holidaylogos01.html,"array([ -1.63703047, -10.25789299])"
4045,http://www.google.com/intl/eu/holidaylogos03.html,"array([ -1.67856631, -10.30708057])"
4046,http://www.google.com/intl/eu/holidaylogos04.html,"array([ -1.77806369, -10.38942525])"
4047,http://www.google.com/intl/eu/holidaylogos05.html,"array([ -1.74515058, -10.28597436])"
4048,http://www.google.com/intl/eu/holidaylogos99.html,"array([ -1.78918354, -10.30660606])"
4049,http://www.google.com/intl/eu/mentalplex/MP_faq.html,"array([ -1.54263838, -10.06191041])"
4050,http://www.google.com/intl/eu/mentalplex/MP_illustrations.html,"array([-1.60377741, -9.99674112])"
4051,http://www.google.com/intl/eu/mentalplex/MP_results.html,"array([-1.25924676, -9.94929752])"
4052,http://www.google.com/intl/eu/jobs.html,"array([ -1.55653404, -10.27859225])"
4053,http://www.google.com/intl/eu/jobs/international.html,"array([ -2.05620578, -10.2653283 ])"
4054,http://www.google.com/intl/eu/jobs/working.html,"array([ -1.90615827, -10.43820179])"
4055,http://www.google.com/intl/eu/jobs/openingsintl.html,"array([ -1.94110675, -10.5346251 ])"
4056,http://www.google.com/intl/eu/jobs/meet.html,"array([ -1.7785036 , -10.56460731])"
4057,http://www.google.com/intl/eu/jobs/reasons.html,"array([ -1.79494464, -10.55009486])"
4058,http://www.google.com/intl/eu/permissions/,"array([ -2.27858354, -10.6138421 ])"
4059,http://www.google.com/intl/eu/permissions/brand_terms.html,"array([ -2.33010075, -10.74762447])"
4060,http://www.google.com/intl/eu/permissions/guidelines.html,"array([ -2.53947468, -10.6833669 ])"
4061,http://www.google.com/intl/eu/permissions/promotion.html,"array([ -2.33295994, -10.72086704])"
4062,http://www.google.com/intl/eu/permissions/request.html,"array([ -2.37724345, -10.73244698])"
4063,http://www.google.com/intl/eu/press/annc/codejam06finals.html,"array([ -2.74188494, -10.8684607 ])"
4064,http://www.google.com/intl/eu/press/annc/gsa_newfeatures.html,"array([ -2.83822836, -10.84862868])"
4065,http://www.google.com/intl/eu/press/awards.html,"array([ -2.78163051, -10.73063192])"
4066,http://www.google.com/intl/eu/press/descriptions.html,"array([ -2.97145766, -10.63729327])"
4067,http://www.google.com/intl/eu/press/guides.html,"array([ -2.78937001, -10.74755503])"
4068,http://www.google.com/intl/eu/press/images.html,"array([ -2.90645334, -10.78664589])"
4069,http://www.google.com/intl/eu/press/podium.html,"array([ -2.63759559, -10.64536354])"
4070,http://www.google.com/intl/eu/press/zeitgeist.html,"array([ -2.45245686, -11.86043186])"
4071,http://www.google.com/intl/eu/press/pressrel/pressrelease38.html,"array([ -2.96637805, -10.8337807 ])"
4072,http://www.google.com/intl/eu/press/factorytour.html,"array([ -2.76441189, -10.66330363])"
4073,http://www.google.com/intl/eu/press/intl-zeitgeist.html,"array([ -2.33008905, -12.03935149])"
4074,http://www.google.com/intl/eu/press/zeitgeist/archive.html,"array([ -2.52711818, -11.64275973])"
4075,http://www.google.com/intl/eu/press/zeitgeist_monthly.html,"array([ -2.31525201, -11.97869298])"
4076,http://www.google.com/intl/eu/press/podium/ana.html,"array([ -1.87648268, -10.2078271 ])"
4077,http://www.google.com/intl/eu/press/podium/brin.html,"array([ -1.94378973, -10.1423883 ])"
4078,http://www.google.com/intl/eu/press/podium/eric.html,"array([ -1.90500104, -10.24454811])"
4079,http://www.google.com/intl/eu/press/pressday.html,"array([ -2.75812589, -10.69950636])"
4080,http://www.google.com/intl/eu/press/testimonials/archive.html,"array([ -3.08711452, -11.69500872])"
4081,http://www.google.com/intl/eu/privacy_faq.html,"array([ -3.29889366, -10.11348154])"
4082,http://www.google.com/intl/eu/privacypolicy.html,"array([ -3.33230499, -10.10453753])"
4083,http://www.google.com/intl/eu/privacy_archive.html,"array([ -3.22460638, -10.02027591])"
4084,http://www.google.com/intl/eu/services/terms_free.html,"array([ -2.78584135, -11.09204522])"
4085,http://www.google.com/intl/eu/wireless/,"array([ -1.74831642, -12.06005534])"
4086,http://www.google.com/intl/eu/services/free.html,"array([ -2.12425518, -11.39637186])"
4087,http://www.google.com/intl/eu/appliance/,"array([ -1.60612675, -12.10109123])"
4088,http://www.google.com/intl/eu/services/siteflavored.html,"array([ -2.12655835, -11.48934462])"
4089,http://www.google.com/intl/eu/services/free_search_guidelines.html,"array([ -3.53158115, -11.90622776])"
4090,http://www.google.com/intl/eu/services/silver_gold.html,"array([ -2.11650366, -11.37011195])"
4091,http://www.google.com/intl/fa/about.html,"array([-2.36346753, -9.49703411])"
